Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rdStreetWeatherStation,06/22/2016 08:00:00 PM,29.10,25.6,76,0.0,0.00,212.1,0,253,4.9,10.0,984.8,2,355,12.0,06/22/2016 8:00 PM,63rdStreetWeatherStation201506222000
63rdStreetWeatherStation,06/22/2016 09:00:00 PM,28.80,25.4,77,0.0,0.00,212.1,0,243,4.1,6.1,985.2,0,355,12.0,06/22/2016 9:00 PM,63rdStreetWeatherStation201506222100
63rdStreetWeatherStation,06/22/2016 10:00:00 PM,28.90,25.5,77,4.8,0.10,212.2,60,255,6.3,10.9,984.8,0,355,11.9,06/22/2016 10:00 PM,63rdStreetWeatherStation201506222200
63rdStreetWeatherStation,06/22/2016 11:00:00 PM,26.20,21.9,69,0.0,0.10,212.3,0,268,8.9,13.8,985.1,0,355,11.9,06/22/2016 11:00 PM,63rdStreetWeatherStation201506222300
63rdStreetWeatherStation,06/23/2016 01:00:00 AM,24.80,22.8,84,0.0,0.00,212.3,0,250,3.2,4.6,986.9,0,355,11.9,06/23/2016 1:00 AM,63rdStreetWeatherStation201506230100
63rdStreetWeatherStation,06/23/2016 02:00:00 AM,25.00,23.1,85,0.0,0.00,212.3,0,266,2.2,4.2,987.0,0,355,11.9,06/23/2016 2:00 AM,63rdStreetWeatherStation201506230200
63rdStreetWeatherStation,06/23/2016 03:00:00 AM,24.70,23.0,87,0.0,0.00,212.3,0,322,1.5,4.1,988.1,1,355,12.0,06/23/2016 3:00 AM,63rdStreetWeatherStation201506230300
63rdStreetWeatherStation,06/23/2016 04:00:00 AM,24.80,21.7,76,0.0,0.00,212.3,0,336,3.4,6.2,988.8,1,355,12.0,06/23/2016 4:00 AM,63rdStreetWeatherStation201506230400
63rdStreetWeatherStation,06/23/2016 05:00:00 AM,21.40,18.2,74,0.0,0.00,212.3,0,4,3.9,7.6,989.9,4,355,11.9,06/23/2016 5:00 AM,63rdStreetWeatherStation201506230500
63rdStreetWeatherStation,06/23/2016 06:00:00 AM,19.90,17.4,78,0.0,0.00,212.3,0,0,3.4,7.2,991.1,48,355,11.9,06/23/2016 6:00 AM,63rdStreetWeatherStation201506230600
63rdStreetWeatherStation,06/23/2016 07:00:00 AM,20.70,16.7,67,0.0,0.00,212.3,0,354,3.3,7.5,992.0,194,357,11.9,06/23/2016 7:00 AM,63rdStreetWeatherStation201506230700
63rdStreetWeatherStation,06/23/2016 08:00:00 AM,19.90,16.2,69,0.0,0.00,212.3,0,10,4.3,7.7,992.9,366,356,12.0,06/23/2016 8:00 AM,63rdStreetWeatherStation201506230800
63rdStreetWeatherStation,06/23/2016 09:00:00 AM,20.30,16.1,65,0.0,0.00,212.3,0,11,3.6,5.3,994.2,540,356,12.0,06/23/2016 9:00 AM,63rdStreetWeatherStation201506230900
63rdStreetWeatherStation,06/23/2016 10:00:00 AM,18.50,15.7,75,0.0,0.00,212.3,0,43,4.8,9.6,994.9,690,356,12.0,06/23/2016 10:00 AM,63rdStreetWeatherStation201506231000
63rdStreetWeatherStation,06/23/2016 11:00:00 AM,18.50,15.9,76,0.0,0.00,212.3,0,64,3.4,5.6,995.3,810,355,12.0,06/23/2016 11:00 AM,63rdStreetWeatherStation201506231100
63rdStreetWeatherStation,06/23/2016 12:00:00 PM,18.70,16.0,76,0.0,0.00,212.3,0,79,3.1,4.4,995.9,819,355,11.9,06/23/2016 12:00 PM,63rdStreetWeatherStation201506231200
63rdStreetWeatherStation,06/23/2016 01:00:00 PM,18.70,15.5,72,0.0,0.00,212.3,0,124,0.6,1.0,996.0,881,354,11.9,06/23/2016 1:00 PM,63rdStreetWeatherStation201506231300
63rdStreetWeatherStation,06/23/2016 02:00:00 PM,19.60,16.0,69,0.0,0.00,212.3,0,165,0.0,1.0,995.8,879,354,12.0,06/23/2016 2:00 PM,63rdStreetWeatherStation201506231400
63rdStreetWeatherStation,06/23/2016 03:00:00 PM,19.60,16.4,72,0.0,0.00,212.3,0,165,0.9,2.3,996.0,809,354,11.9,06/23/2016 3:00 PM,63rdStreetWeatherStation201506231500
63rdStreetWeatherStation,06/23/2016 04:00:00 PM,19.20,16.0,73,0.0,0.00,212.3,0,127,0.6,1.1,995.9,682,353,11.9,06/23/2016 4:00 PM,63rdStreetWeatherStation201506231600
63rdStreetWeatherStation,06/23/2016 05:00:00 PM,19.20,16.3,75,0.0,0.00,212.3,0,131,0.5,0.9,995.8,523,353,12.0,06/23/2016 5:00 PM,63rdStreetWeatherStation201506231700
63rdStreetWeatherStation,06/23/2016 06:00:00 PM,19.20,16.3,75,0.0,0.00,212.3,0,0,0.0,0.5,996.3,253,354,11.9,06/23/2016 6:00 PM,63rdStreetWeatherStation201506231800
63rdStreetWeatherStation,06/23/2016 07:00:00 PM,18.60,16.0,77,0.0,0.00,212.3,0,87,2.1,3.4,996.6,154,354,11.9,06/23/2016 7:00 PM,63rdStreetWeatherStation201506231900
63rdStreetWeatherStation,06/23/2016 08:00:00 PM,18.00,15.3,76,0.0,0.00,212.3,0,105,0.7,1.5,996.5,33,354,11.9,06/23/2016 8:00 PM,63rdStreetWeatherStation201506232000
63rdStreetWeatherStation,06/23/2016 09:00:00 PM,17.70,15.3,78,0.0,0.00,212.3,0,117,0.0,1.1,996.3,2,354,11.9,06/23/2016 9:00 PM,63rdStreetWeatherStation201506232100
63rdStreetWeatherStation,06/23/2016 10:00:00 PM,18.20,15.6,77,0.0,0.00,212.3,0,95,0.9,1.3,996.8,2,355,11.9,06/23/2016 10:00 PM,63rdStreetWeatherStation201506232200
63rdStreetWeatherStation,06/23/2016 11:00:00 PM,18.30,15.4,75,0.0,0.00,212.3,0,95,0.5,0.8,997.0,2,355,12.0,06/23/2016 11:00 PM,63rdStreetWeatherStation201506232300
63rdStreetWeatherStation,06/23/2016 12:00:00 AM,24.50,21.9,80,0.0,0.00,212.3,0,247,3.3,4.3,986.6,1,355,11.9,06/23/2016 12:00 AM,63rdStreetWeatherStation201506232400
63rdStreetWeatherStation,06/24/2016 01:00:00 AM,17.50,15.5,81,0.0,0.00,212.3,0,63,0.8,1.7,996.3,2,354,11.9,06/24/2016 1:00 AM,63rdStreetWeatherStation201506240100
63rdStreetWeatherStation,06/24/2016 02:00:00 AM,17.70,15.7,82,0.0,0.00,212.3,0,0,0.0,0.6,997.1,2,355,11.9,06/24/2016 2:00 AM,63rdStreetWeatherStation201506240200
63rdStreetWeatherStation,06/24/2016 03:00:00 AM,18.00,16.1,83,0.0,0.00,212.3,0,114,0.3,0.7,997.4,2,355,11.9,06/24/2016 3:00 AM,63rdStreetWeatherStation201506240300
63rdStreetWeatherStation,06/24/2016 04:00:00 AM,18.20,15.6,77,0.0,0.00,212.3,0,178,1.0,1.2,997.8,2,355,11.9,06/24/2016 4:00 AM,63rdStreetWeatherStation201506240400
63rdStreetWeatherStation,06/24/2016 05:00:00 AM,19.00,15.6,71,0.0,0.00,212.3,0,190,2.8,3.9,998.4,3,355,12.0,06/24/2016 5:00 AM,63rdStreetWeatherStation201506240500
63rdStreetWeatherStation,06/24/2016 06:00:00 AM,19.20,15.4,67,0.0,0.00,212.3,0,203,1.4,3.5,998.5,57,355,11.9,06/24/2016 6:00 AM,63rdStreetWeatherStation201506240600
63rdStreetWeatherStation,06/24/2016 07:00:00 AM,19.80,16.4,71,0.0,0.00,212.3,0,222,1.4,2.9,998.7,106,354,12.0,06/24/2016 7:00 AM,63rdStreetWeatherStation201506240700
63rdStreetWeatherStation,06/24/2016 08:00:00 AM,20.30,17.2,74,0.0,0.00,212.3,0,218,1.5,2.1,998.4,147,355,12.0,06/24/2016 8:00 AM,63rdStreetWeatherStation201506240800
63rdStreetWeatherStation,06/24/2016 09:00:00 AM,21.00,17.8,73,0.0,0.00,212.3,0,198,0.8,1.2,998.4,171,355,12.0,06/24/2016 9:00 AM,63rdStreetWeatherStation201506240900
63rdStreetWeatherStation,06/24/2016 10:00:00 AM,20.50,17.7,76,0.0,0.00,212.3,0,161,0.8,1.3,998.2,276,355,11.9,06/24/2016 10:00 AM,63rdStreetWeatherStation201506241000
63rdStreetWeatherStation,06/24/2016 11:00:00 AM,20.40,18.3,82,0.0,0.00,212.3,0,157,0.3,0.7,997.6,514,355,11.9,06/24/2016 11:00 AM,63rdStreetWeatherStation201506241100
63rdStreetWeatherStation,06/24/2016 12:00:00 PM,20.80,18.4,80,0.0,0.00,212.3,0,137,0.5,1.6,998.8,736,355,11.9,06/24/2016 12:00 PM,63rdStreetWeatherStation201506241200
63rdStreetWeatherStation,06/24/2016 01:00:00 PM,24.70,18.5,56,0.0,0.00,212.3,0,250,4.0,5.1,998.5,491,356,12.0,06/24/2016 1:00 PM,63rdStreetWeatherStation201506241300
63rdStreetWeatherStation,06/24/2016 02:00:00 PM,24.80,17.5,49,0.0,0.00,212.3,0,253,4.0,6.4,997.7,490,356,12.0,06/24/2016 2:00 PM,63rdStreetWeatherStation201506241400
63rdStreetWeatherStation,06/24/2016 03:00:00 PM,25.10,17.9,50,0.0,0.00,212.3,0,239,3.2,5.2,997.0,559,355,12.0,06/24/2016 3:00 PM,63rdStreetWeatherStation201506241500
63rdStreetWeatherStation,06/24/2016 04:00:00 PM,25.30,18.2,51,0.0,0.00,212.3,0,265,1.3,3.0,996.5,408,354,12.0,06/24/2016 4:00 PM,63rdStreetWeatherStation201506241600
63rdStreetWeatherStation,06/24/2016 05:00:00 PM,24.00,18.0,56,0.0,0.00,212.3,0,86,1.1,2.3,995.8,284,354,11.9,06/24/2016 5:00 PM,63rdStreetWeatherStation201506241700
63rdStreetWeatherStation,06/24/2016 06:00:00 PM,24.10,18.2,57,0.0,0.00,212.3,0,230,0.7,1.7,996.6,84,355,12.0,06/24/2016 6:00 PM,63rdStreetWeatherStation201506241800
63rdStreetWeatherStation,06/24/2016 07:00:00 PM,24.60,18.6,56,0.0,0.00,212.3,0,257,1.5,3.4,995.6,30,355,11.9,06/24/2016 7:00 PM,63rdStreetWeatherStation201506241900
63rdStreetWeatherStation,06/24/2016 08:00:00 PM,23.90,18.8,62,0.0,0.00,212.3,0,202,1.3,2.3,995.1,9,355,12.0,06/24/2016 8:00 PM,63rdStreetWeatherStation201506242000
63rdStreetWeatherStation,06/24/2016 09:00:00 PM,22.50,18.5,69,0.0,0.00,212.3,0,181,1.3,2.4,994.9,1,355,12.0,06/24/2016 9:00 PM,63rdStreetWeatherStation201506242100
63rdStreetWeatherStation,06/24/2016 10:00:00 PM,23.10,18.7,66,0.0,0.00,212.3,0,250,2.2,3.9,995.8,1,355,11.9,06/24/2016 10:00 PM,63rdStreetWeatherStation201506242200
63rdStreetWeatherStation,06/24/2016 11:00:00 PM,22.50,18.6,69,0.0,0.00,212.3,0,0,0.0,0.0,995.5,1,355,12.0,06/24/2016 11:00 PM,63rdStreetWeatherStation201506242300
63rdStreetWeatherStation,06/24/2016 12:00:00 AM,17.80,15.9,82,0.0,0.00,212.3,0,51,0.6,0.9,996.6,2,355,11.9,06/24/2016 12:00 AM,63rdStreetWeatherStation201506242400
63rdStreetWeatherStation,06/25/2016 01:00:00 AM,21.70,18.5,74,0.0,0.00,212.3,0,242,1.3,2.3,994.6,1,355,11.9,06/25/2016 1:00 AM,63rdStreetWeatherStation201506250100
63rdStreetWeatherStation,06/25/2016 02:00:00 AM,21.50,18.8,78,0.0,0.00,212.3,0,185,1.8,3.0,993.2,1,354,12.0,06/25/2016 2:00 AM,63rdStreetWeatherStation201506250200
63rdStreetWeatherStation,06/25/2016 03:00:00 AM,21.00,19.3,86,6.6,2.30,214.6,60,241,2.7,4.9,992.5,1,354,12.0,06/25/2016 3:00 AM,63rdStreetWeatherStation201506250300
63rdStreetWeatherStation,06/25/2016 04:00:00 AM,19.50,18.9,95,4.8,7.40,222.0,60,15,2.6,4.1,992.8,2,355,12.0,06/25/2016 4:00 AM,63rdStreetWeatherStation201506250400
63rdStreetWeatherStation,06/25/2016 05:00:00 AM,19.10,18.9,97,12.6,8.00,230.0,60,198,0.8,1.6,993.0,2,355,12.0,06/25/2016 5:00 AM,63rdStreetWeatherStation201506250500
63rdStreetWeatherStation,06/25/2016 06:00:00 AM,19.90,19.2,94,0.0,5.90,235.9,0,161,1.1,3.4,992.5,6,355,11.9,06/25/2016 6:00 AM,63rdStreetWeatherStation201506250600
63rdStreetWeatherStation,06/25/2016 07:00:00 AM,20.20,19.6,95,0.0,0.00,235.9,0,184,2.1,3.4,992.5,12,355,11.9,06/25/2016 7:00 AM,63rdStreetWeatherStation201506250700
63rdStreetWeatherStation,06/25/2016 08:00:00 AM,20.60,20.1,95,0.0,0.00,235.9,0,195,2.6,3.9,992.1,149,354,11.9,06/25/2016 8:00 AM,63rdStreetWeatherStation201506250800
63rdStreetWeatherStation,06/25/2016 09:00:00 AM,21.70,20.7,92,0.0,0.00,235.9,0,211,2.2,5.2,991.8,404,355,11.9,06/25/2016 9:00 AM,63rdStreetWeatherStation201506250900
63rdStreetWeatherStation,06/25/2016 10:00:00 AM,23.50,21.4,83,0.0,0.00,235.9,0,235,1.4,3.0,991.7,673,356,12.0,06/25/2016 10:00 AM,63rdStreetWeatherStation201506251000
63rdStreetWeatherStation,06/25/2016 11:00:00 AM,25.90,22.0,72,0.0,0.00,235.9,0,285,2.0,3.5,991.9,530,356,12.0,06/25/2016 11:00 AM,63rdStreetWeatherStation201506251100
63rdStreetWeatherStation,06/25/2016 01:00:00 PM,22.80,20.7,83,0.0,0.00,235.9,0,90,1.7,2.2,991.5,260,354,11.9,06/25/2016 1:00 PM,63rdStreetWeatherStation201506251300
63rdStreetWeatherStation,06/25/2016 02:00:00 PM,18.80,18.4,96,0.0,0.00,235.9,0,51,1.1,2.4,991.6,88,355,11.9,06/25/2016 2:00 PM,63rdStreetWeatherStation201506251400
63rdStreetWeatherStation,06/25/2016 03:00:00 PM,19.80,19.3,96,0.0,0.10,236.0,0,25,2.2,3.0,991.7,131,355,12.0,06/25/2016 3:00 PM,63rdStreetWeatherStation201506251500
63rdStreetWeatherStation,06/25/2016 04:00:00 PM,19.60,19.1,96,0.0,0.00,236.0,0,17,2.7,3.7,991.8,270,353,11.9,06/25/2016 4:00 PM,63rdStreetWeatherStation201506251600
63rdStreetWeatherStation,06/25/2016 05:00:00 PM,20.10,19.6,96,0.0,0.00,236.0,0,15,3.2,4.1,992.0,57,354,12.0,06/25/2016 5:00 PM,63rdStreetWeatherStation201506251700
63rdStreetWeatherStation,06/25/2016 06:00:00 PM,18.60,18.3,98,0.0,0.00,236.0,0,15,3.9,5.2,992.1,65,354,11.9,06/25/2016 6:00 PM,63rdStreetWeatherStation201506251800
63rdStreetWeatherStation,06/25/2016 07:00:00 PM,17.30,17.3,100,0.0,0.10,236.1,0,11,4.4,7.2,992.1,46,354,11.9,06/25/2016 7:00 PM,63rdStreetWeatherStation201506251900
63rdStreetWeatherStation,06/25/2016 08:00:00 PM,17.40,17.4,100,0.0,0.00,236.1,0,16,4.4,6.1,991.6,9,355,11.9,06/25/2016 8:00 PM,63rdStreetWeatherStation201506252000
63rdStreetWeatherStation,06/25/2016 09:00:00 PM,17.30,17.3,100,0.0,0.00,236.1,0,20,2.2,4.1,992.1,2,354,11.9,06/25/2016 9:00 PM,63rdStreetWeatherStation201506252100
63rdStreetWeatherStation,06/25/2016 10:00:00 PM,16.80,16.8,100,0.0,0.00,236.1,0,17,3.4,5.9,992.2,2,355,11.9,06/25/2016 10:00 PM,63rdStreetWeatherStation201506252200
63rdStreetWeatherStation,06/25/2016 11:00:00 PM,17.50,16.1,87,0.0,0.00,236.1,0,3,2.9,5.1,993.8,2,354,12.0,06/25/2016 11:00 PM,63rdStreetWeatherStation201506252300
63rdStreetWeatherStation,06/25/2016 12:00:00 AM,21.80,18.5,73,0.0,0.00,212.3,0,212,0.9,1.7,995.3,1,355,11.9,06/25/2016 12:00 AM,63rdStreetWeatherStation201506252400
63rdStreetWeatherStation,06/26/2016 01:00:00 AM,17.20,16.0,89,0.0,0.00,236.1,0,11,5.0,8.1,992.1,2,354,12.0,06/26/2016 1:00 AM,63rdStreetWeatherStation201506260100
63rdStreetWeatherStation,06/26/2016 02:00:00 AM,16.60,15.6,90,0.0,0.00,236.1,0,11,6.5,9.5,991.9,2,355,11.9,06/26/2016 2:00 AM,63rdStreetWeatherStation201506260200
63rdStreetWeatherStation,06/26/2016 03:00:00 AM,16.50,15.7,92,0.0,0.00,236.1,0,16,4.1,6.5,991.2,2,355,11.9,06/26/2016 3:00 AM,63rdStreetWeatherStation201506260300
63rdStreetWeatherStation,06/26/2016 04:00:00 AM,16.20,15.7,94,0.0,0.00,236.1,0,10,5.0,8.8,991.5,2,355,11.9,06/26/2016 4:00 AM,63rdStreetWeatherStation201506260400
63rdStreetWeatherStation,06/26/2016 05:00:00 AM,15.50,15.2,98,0.0,0.00,236.1,0,7,3.2,6.3,992.5,3,354,11.9,06/26/2016 5:00 AM,63rdStreetWeatherStation201506260500
63rdStreetWeatherStation,06/26/2016 06:00:00 AM,15.80,15.8,100,0.0,0.00,236.1,0,14,3.0,5.2,993.0,12,354,11.9,06/26/2016 6:00 AM,63rdStreetWeatherStation201506260600
63rdStreetWeatherStation,06/26/2016 07:00:00 AM,16.20,16.3,100,0.0,0.00,236.1,0,355,2.8,6.6,993.7,24,354,12.0,06/26/2016 7:00 AM,63rdStreetWeatherStation201506260700
63rdStreetWeatherStation,06/26/2016 08:00:00 AM,16.00,16.0,100,0.0,0.00,236.1,0,1,3.7,7.2,993.7,43,354,11.9,06/26/2016 8:00 AM,63rdStreetWeatherStation201506260800
63rdStreetWeatherStation,06/26/2016 09:00:00 AM,16.80,16.8,100,0.0,0.00,236.1,0,12,4.9,7.1,993.4,81,355,11.9,06/26/2016 9:00 AM,63rdStreetWeatherStation201506260900
63rdStreetWeatherStation,06/26/2016 10:00:00 AM,17.20,16.7,95,0.0,0.00,236.1,0,66,3.8,5.7,992.8,106,355,11.9,06/26/2016 10:00 AM,63rdStreetWeatherStation201506261000
63rdStreetWeatherStation,06/26/2016 11:00:00 AM,17.50,16.8,93,0.0,0.00,236.1,0,71,5.2,7.1,992.4,197,354,11.9,06/26/2016 11:00 AM,63rdStreetWeatherStation201506261100
63rdStreetWeatherStation,06/26/2016 12:00:00 PM,17.40,16.7,93,0.0,0.00,236.1,0,67,4.5,6.3,992.8,55,355,11.9,06/26/2016 12:00 PM,63rdStreetWeatherStation201506261200
63rdStreetWeatherStation,06/26/2016 01:00:00 PM,17.30,16.8,95,0.0,0.00,236.1,0,63,3.1,5.7,992.8,111,355,12.0,06/26/2016 1:00 PM,63rdStreetWeatherStation201506261300
63rdStreetWeatherStation,06/26/2016 02:00:00 PM,17.30,16.9,96,0.0,0.00,236.1,0,64,3.1,5.3,992.1,110,354,12.0,06/26/2016 2:00 PM,63rdStreetWeatherStation201506261400
63rdStreetWeatherStation,06/26/2016 03:00:00 PM,17.10,16.8,97,10.2,4.40,240.5,60,28,4.0,5.9,992.0,46,355,11.9,06/26/2016 3:00 PM,63rdStreetWeatherStation201506261500
63rdStreetWeatherStation,06/26/2016 04:00:00 PM,17.00,16.4,95,6.6,4.80,245.3,60,4,4.4,7.8,992.3,50,355,11.9,06/26/2016 4:00 PM,63rdStreetWeatherStation201506261600
63rdStreetWeatherStation,06/26/2016 05:00:00 PM,16.70,16.4,97,3.6,6.60,251.9,60,10,5.4,8.2,992.3,24,354,11.9,06/26/2016 5:00 PM,63rdStreetWeatherStation201506261700
63rdStreetWeatherStation,06/26/2016 06:00:00 PM,16.20,15.8,96,1.2,9.80,261.7,60,8,4.4,7.8,992.7,27,354,11.9,06/26/2016 6:00 PM,63rdStreetWeatherStation201506261800
63rdStreetWeatherStation,06/26/2016 07:00:00 PM,16.40,16.0,96,4.8,5.90,267.6,60,26,4.8,8.5,992.4,11,354,11.9,06/26/2016 7:00 PM,63rdStreetWeatherStation201506261900
63rdStreetWeatherStation,06/26/2016 08:00:00 PM,16.20,15.7,95,4.8,7.00,274.6,60,16,6.1,8.8,992.2,5,354,11.9,06/26/2016 8:00 PM,63rdStreetWeatherStation201506262000
63rdStreetWeatherStation,06/26/2016 09:00:00 PM,16.40,15.8,95,0.0,1.90,276.5,60,14,6.1,8.9,992.0,3,354,11.9,06/26/2016 9:00 PM,63rdStreetWeatherStation201506262100
63rdStreetWeatherStation,06/26/2016 10:00:00 PM,17.30,16.7,95,0.0,0.90,277.4,60,28,5.0,7.8,992.8,2,354,11.9,06/26/2016 10:00 PM,63rdStreetWeatherStation201506262200
63rdStreetWeatherStation,06/26/2016 11:00:00 PM,16.60,16.0,94,0.0,2.10,279.5,60,17,4.3,6.4,992.8,3,355,11.9,06/26/2016 11:00 PM,63rdStreetWeatherStation201506262300
63rdStreetWeatherStation,06/26/2016 12:00:00 AM,17.60,15.8,83,0.0,0.00,236.1,0,8,3.4,5.7,992.4,2,355,12.0,06/26/2016 12:00 AM,63rdStreetWeatherStation201506262400
63rdStreetWeatherStation,06/27/2016 01:00:00 AM,16.50,15.8,94,1.2,0.60,280.5,60,354,3.2,4.7,992.0,2,354,11.7,06/27/2016 1:00 AM,63rdStreetWeatherStation201506270100
63rdStreetWeatherStation,06/27/2016 02:00:00 AM,16.30,15.5,93,0.0,0.30,280.8,0,0,4.8,8.1,991.2,2,354,11.9,06/27/2016 2:00 AM,63rdStreetWeatherStation201506270200
63rdStreetWeatherStation,06/27/2016 03:00:00 AM,16.90,15.8,90,0.0,0.00,280.8,0,11,3.1,5.3,990.9,2,354,11.9,06/27/2016 3:00 AM,63rdStreetWeatherStation201506270300
63rdStreetWeatherStation,06/27/2016 04:00:00 AM,16.60,15.3,88,0.0,0.00,280.8,0,15,4.1,7.8,990.8,2,354,11.9,06/27/2016 4:00 AM,63rdStreetWeatherStation201506270400
63rdStreetWeatherStation,06/27/2016 05:00:00 AM,16.60,15.1,86,0.0,0.00,280.8,0,2,3.4,6.3,991.1,3,355,11.9,06/27/2016 5:00 AM,63rdStreetWeatherStation201506270500
63rdStreetWeatherStation,06/27/2016 06:00:00 AM,16.20,14.8,87,0.0,0.00,280.8,0,14,5.3,9.0,991.3,21,354,11.9,06/27/2016 6:00 AM,63rdStreetWeatherStation201506270600
63rdStreetWeatherStation,06/27/2016 07:00:00 AM,16.10,14.6,86,0.0,0.00,280.8,0,4,4.3,8.9,991.5,113,355,11.9,06/27/2016 7:00 AM,63rdStreetWeatherStation201506270700
63rdStreetWeatherStation,06/27/2016 08:00:00 AM,15.70,14.2,86,0.0,0.00,280.8,0,11,7.4,11.4,992.0,164,355,12.0,06/27/2016 8:00 AM,63rdStreetWeatherStation201506270800
63rdStreetWeatherStation,06/27/2016 09:00:00 AM,15.80,14.2,85,0.0,0.00,280.8,0,9,5.8,11.1,992.4,435,356,11.9,06/27/2016 9:00 AM,63rdStreetWeatherStation201506270900
63rdStreetWeatherStation,06/27/2016 10:00:00 AM,16.00,14.3,84,0.0,0.00,280.8,0,7,5.7,9.8,992.5,593,355,12.0,06/27/2016 10:00 AM,63rdStreetWeatherStation201506271000
63rdStreetWeatherStation,06/27/2016 11:00:00 AM,16.40,14.6,83,0.0,0.00,280.8,0,13,6.7,8.3,993.1,775,355,12.0,06/27/2016 11:00 AM,63rdStreetWeatherStation201506271100
63rdStreetWeatherStation,06/27/2016 12:00:00 PM,16.60,14.8,83,0.0,0.00,280.8,0,10,6.2,9.9,993.3,888,355,11.9,06/27/2016 12:00 PM,63rdStreetWeatherStation201506271200
63rdStreetWeatherStation,06/27/2016 01:00:00 PM,17.00,15.0,82,0.0,0.00,280.8,0,9,5.7,8.4,993.5,915,354,12.0,06/27/2016 1:00 PM,63rdStreetWeatherStation201506271300
63rdStreetWeatherStation,06/27/2016 02:00:00 PM,17.80,15.7,81,0.0,0.00,280.8,0,9,4.2,7.0,993.1,890,354,11.9,06/27/2016 2:00 PM,63rdStreetWeatherStation201506271400
63rdStreetWeatherStation,06/27/2016 03:00:00 PM,18.10,15.7,79,0.0,0.00,280.8,0,15,4.0,7.1,993.0,834,353,11.9,06/27/2016 3:00 PM,63rdStreetWeatherStation201506271500
63rdStreetWeatherStation,06/27/2016 04:00:00 PM,18.10,15.4,75,0.0,0.00,280.8,0,8,4.8,8.6,992.8,439,354,11.9,06/27/2016 4:00 PM,63rdStreetWeatherStation201506271600
63rdStreetWeatherStation,06/27/2016 05:00:00 PM,18.90,15.5,70,0.0,0.00,280.8,0,4,4.1,7.7,992.6,582,353,11.9,06/27/2016 5:00 PM,63rdStreetWeatherStation201506271700
